founder_id,gender,age,education_level,alma_mater,field_of_study,prior_work_experience,is_first_generation,startup_id,industry_sector,city,state,funding_amount,funding_rounds,jobs_created,is_unicorn,investor_count,has_female_investor,founding_year,mentorship_access,policy_support
F06505,Male,24,PhD,None,Business,0,Yes,S00433,Financial Services,Bengaluru,Maharashtra,19999657.060268823,8,1487,No,32,No,2019,No,No
F06506,Prefer not to say,25,Bachelor’s,Other,Computer Science,3,Yes,S02435,Financial Services,Other,Maharashtra,3469456.2881835047,5,82,No,7,No,2021,No,Yes
F06507,Prefer not to say,27,Master’s,Other,Other,5,Yes,S00128,Software,Gurugram,Other,5650130.418384354,3,26,No,14,No,2023,No,No
F06508,Prefer not to say,23,Master’s,Other,Business,23,No,S06089,Software,Mumbai,Other,22557013.860743552,8,44,No,20,No,2020,Yes,No
F06509,Prefer not to say,25,Bachelor’s,Other,Business,4,Yes,S04432,Consumer Goods,Delhi,Other,12300086.507657267,6,20,No,27,No,2025,Yes,No
F06510,Female,43,Bachelor’s,BITS Pilani,Business,0,Yes,S00969,Software,Delhi,Maharashtra,22881571.736080527,6,43,No,43,Yes,2025,No,Yes
F06511,Male,27,Bachelor’s,IIT Delhi,Other,4,No,S05346,Other,Other,Karnataka,891252.5572935643,2,63,No,4,No,2010,No,No
F06512,Prefer not to say,28,Master’s,None,Computer Science,2,Yes,S01410,Healthcare,Mumbai,Other,2471630.0959560494,3,9,No,11,No,2016,Yes,No
F06513,Prefer not to say,27,Bachelor’s,Other,Computer Science,30,No,S00304,Other,Mumbai,Maharashtra,863751.6195896274,0,56,No,1,No,2017,Yes,No
F06514,Prefer not to say,23,Master’s,Other,Computer Science,1,Yes,S02229,Software,Bengaluru,Karnataka,969541.6861725515,2,68,No,4,No,2016,No,No
F06515,Male,29,Master’s,None,Engineering,28,Yes,S06263,Software,Other,Maharashtra,3467219.4314825307,5,82,No,9,No,2021,Yes,Yes
F06516,Male,27,Bachelor’s,Other,Engineering,1,No,S06017,Financial Services,Mumbai,Other,637846.2267676189,1,67,No,4,Yes,2025,No,No
F06517,Prefer not to say,56,Bachelor’s,Other,Engineering,4,Yes,S07094,Other,Gurugram,Maharashtra,14982370.03310702,7,85,No,27,No,2004,Yes,No
F06518,Prefer not to say,45,Bachelor’s,Other,Computer Science,3,Yes,S04618,Consumer Goods,Bengaluru,Karnataka,1721176.9752489044,5,64,No,11,No,2009,No,No
F06519,Prefer not to say,27,High School,Other,Arts,3,Yes,S00933,Software,Bengaluru,Karnataka,54420.90847,2,61,No,2,Yes,2014,No,Yes
F06520,Male,23,Bachelor’s,Other,Engineering,9,Yes,S04881,Other,Mumbai,Maharashtra,7593442.614748949,3,74,No,6,No,2019,Yes,Yes
F06521,Male,24,Bachelor’s,IIT Delhi,Other,3,Yes,S04483,Other,Bengaluru,Other,24411193.39052714,10,58,No,43,No,2020,Yes,Yes
F06522,Male,24,Master’s,Other,Arts,4,Yes,S03916,Software,Mumbai,Karnataka,10262008.44,9,86,No,40,No,2014,Yes,No
F06523,Prefer not to say,23,Bachelor’s,None,Computer Science,0,Yes,S04283,Financial Services,Other,Other,1225689.2210951697,5,78,No,11,No,2025,No,No
F06524,Male,57,Bachelor’s,Other,Computer Science,12,Yes,S04848,Other,Other,Other,616015.7022057706,2,58,No,5,No,2004,No,No
F06525,Male,30,Bachelor’s,Other,Business,4,Yes,S07695,Consumer Goods,Other,Other,139366791.88834038,8,560,Yes,33,No,2016,Yes,Yes
F06526,Prefer not to say,23,Bachelor’s,Other,Computer Science,22,Yes,S01765,Financial Services,Bengaluru,Karnataka,10354955.644589804,8,275,No,29,Yes,2016,No,No
F06527,Male,25,Master’s,Other,Business,4,Yes,S00553,Consumer Goods,Gurugram,Delhi,2477729.374512948,5,98,No,10,No,2025,No,Yes
F06528,Prefer not to say,24,Bachelor’s,Other,Computer Science,0,Yes,S04803,Software,Gurugram,Other,860476.4490318358,1,33,No,4,Yes,2010,Yes,No
F06529,Male,59,Bachelor’s,Other,Engineering,1,Yes,S04485,Healthcare,Mumbai,Other,2600509.6180211767,4,91,No,7,Yes,2002,Yes,No
F06530,Prefer not to say,24,Master’s,Other,Engineering,0,Yes,S00447,Consumer Goods,Other,Maharashtra,21174373.923569612,9,88,No,35,No,2004,Yes,No
F06531,Male,23,Bachelor’s,BITS Pilani,Business,0,Yes,S00141,Consumer Goods,Mumbai,Other,540033.4958380122,0,66,No,1,No,2025,No,Yes
F06532,Prefer not to say,26,Bachelor’s,IIT Roorkee,Engineering,5,Yes,S02649,Other,Bengaluru,Karnataka,4976951.002606651,3,211,No,8,No,2004,No,No
F06533,Prefer not to say,24,Master’s,Other,Computer Science,29,Yes,S00829,Other,Mumbai,Maharashtra,250240.05014225777,1,52,No,4,No,2021,Yes,Yes
F06534,Male,23,Bachelor’s,Other,Arts,13,Yes,S00899,Other,Other,Other,1918366.3482871724,3,62,No,13,No,2015,Yes,No
F06535,Male,28,Bachelor’s,Other,Computer Science,3,No,S07043,Other,Other,Delhi,487646.30168999196,1,50,No,4,No,2024,No,Yes
F06536,Male,30,Bachelor’s,BITS Pilani,Computer Science,1,Yes,S07662,Consumer Goods,Mumbai,Other,1235504.295304518,5,100,No,6,Yes,2019,Yes,Yes
F06537,Female,28,Bachelor’s,IIT Delhi,Engineering,3,Yes,S02720,Other,Other,Other,89925.89640958191,2,19,No,4,No,2011,No,No
F06538,Prefer not to say,60,Master’s,IIT Roorkee,Other,7,Yes,S05732,Financial Services,Bengaluru,Other,891729.5545751088,0,29,No,0,No,2018,No,Yes
F06539,Male,27,Master’s,IIT Roorkee,Computer Science,1,Yes,S06956,Financial Services,Other,Maharashtra,9096238.376768278,3,74,No,6,No,2016,Yes,No
F06540,Female,24,PhD,None,Engineering,4,Yes,S02341,Other,Other,Other,2189329.2810608307,4,198,No,14,Yes,2018,No,No
F06541,Male,29,Bachelor’s,Other,Engineering,23,No,S02147,Financial Services,Other,Maharashtra,543879.7853985003,2,468,No,5,Yes,2023,No,No
F06542,Prefer not to say,28,PhD,IIT Roorkee,Computer Science,2,Yes,S06427,Software,Other,Karnataka,24424205.69851798,7,43,No,32,No,2011,Yes,Yes
F06543,Prefer not to say,25,Bachelor’s,Other,Other,29,Yes,S00664,Consumer Goods,Mumbai,Karnataka,5601329.607423734,3,15,No,6,No,2024,No,Yes
F06544,Male,22,Bachelor’s,Other,Arts,0,No,S02488,Other,Other,Karnataka,1008069.3244488781,5,219,No,14,No,2024,Yes,No
F06545,Male,29,Master’s,None,Computer Science,1,Yes,S06052,Software,Other,Other,1555815.0979234537,4,50,No,15,Yes,2021,Yes,No
F06546,Male,29,Bachelor’s,BITS Pilani,Computer Science,5,Yes,S03043,Financial Services,Other,Other,59053295.50629664,9,66,Yes,38,No,2014,No,Yes
F06547,Male,26,Bachelor’s,BITS Pilani,Computer Science,2,Yes,S04328,Consumer Goods,Other,Other,13030466.345284905,8,46,No,36,No,2019,No,No
F06548,Male,22,High School,Other,Other,2,Yes,S06599,Consumer Goods,Other,Maharashtra,227930.79214573943,0,83,No,1,Yes,2008,No,Yes
F06549,Male,23,Master’s,Other,Engineering,3,Yes,S03005,Software,Mumbai,Maharashtra,434639.6747,1,59,No,2,No,2001,Yes,No
F06550,Male,24,Bachelor’s,BITS Pilani,Other,2,Yes,S03739,Consumer Goods,Other,Maharashtra,2629.2416231964703,2,95,No,4,No,2016,Yes,No
F06551,Male,27,Bachelor’s,IIT Roorkee,Engineering,14,Yes,S06890,Consumer Goods,Delhi,Delhi,620864.1713882564,1,9,No,2,No,2023,Yes,Yes
F06552,Male,24,Other,BITS Pilani,Computer Science,4,Yes,S08236,Consumer Goods,Other,Other,2797886.622185851,4,61,No,6,No,2012,Yes,Yes
F06553,Male,27,Bachelor’s,Other,Engineering,5,Yes,S00638,Consumer Goods,Bengaluru,Maharashtra,2059518.406591538,4,1315,No,12,No,2018,No,No
F06554,Male,24,Bachelor’s,Other,Engineering,3,No,S07366,Healthcare,Bengaluru,Other,31726.855648465506,1,3346,No,4,No,2022,No,No
F06555,Prefer not to say,29,PhD,Other,Computer Science,3,Yes,S03459,Consumer Goods,Bengaluru,Karnataka,500000000,8,80,Yes,19,Yes,2022,Yes,Yes
F06556,Non-binary,30,Bachelor’s,None,Computer Science,0,No,S01218,Healthcare,Gurugram,Maharashtra,663692.9687802963,2,10,No,4,No,2001,Yes,No
F06557,Male,27,Bachelor’s,Other,Engineering,5,Yes,S07402,Software,Other,Maharashtra,248661850.35211825,10,84,Yes,19,No,2022,Yes,No
F06558,Male,29,Bachelor’s,Other,Engineering,0,No,S06921,Consumer Goods,Other,Maharashtra,212906.60896441893,0,2,No,2,No,2017,No,No
F06559,Prefer not to say,26,Bachelor’s,IIT Delhi,Computer Science,3,Yes,S05608,Consumer Goods,Mumbai,Maharashtra,469308.5834255285,0,424,No,4,Yes,2025,No,Yes
F06560,Prefer not to say,27,Other,Other,Other,3,No,S01161,Financial Services,Bengaluru,Karnataka,2339571.985654301,3,15,No,8,Yes,2018,Yes,No
F06561,Male,24,Bachelor’s,Other,Engineering,0,No,S02883,Software,Bengaluru,Other,3394014.0991648543,3,4670,No,8,No,2021,Yes,No
F06562,Male,29,Master’s,Other,Computer Science,1,Yes,S06656,Software,Other,Other,3829918.2153596496,5,88,No,12,No,2018,Yes,No
F06563,Male,23,Bachelor’s,IIT Roorkee,Engineering,3,Yes,S05561,Consumer Goods,Mumbai,Other,11434210.018390402,9,14,No,24,No,2018,No,No
F06564,Male,27,Bachelor’s,BITS Pilani,Business,5,No,S00220,Other,Mumbai,Maharashtra,186117723.8033582,8,61,Yes,21,No,2007,Yes,No
F06565,Male,30,Bachelor’s,Other,Engineering,5,Yes,S00993,Healthcare,Mumbai,Other,5385949.765771086,4,59,No,12,No,2025,No,No
F06566,Male,22,Bachelor’s,Other,Engineering,17,Yes,S07906,Consumer Goods,Mumbai,Karnataka,792617.2769416978,0,90,No,4,No,2008,Yes,No
F06567,Female,29,Bachelor’s,Other,Computer Science,10,Yes,S08107,Financial Services,Other,Other,779788.3870433277,1,82,No,5,No,2020,Yes,No
F06568,Male,27,Bachelor’s,IIT Delhi,Engineering,22,No,S07062,Other,Mumbai,Delhi,73916259.60245162,10,40,Yes,18,No,2006,No,Yes
F06569,Male,26,Master’s,Other,Computer Science,4,No,S00229,Other,Other,Maharashtra,348263658.19033444,6,63,Yes,21,Yes,2020,Yes,No
F06570,Male,24,Bachelor’s,Other,Engineering,3,Yes,S00336,Healthcare,Mumbai,Other,780352.8323478396,0,120,No,4,No,2025,No,Yes
F06571,Male,24,Bachelor’s,Other,Computer Science,17,Yes,S00500,Consumer Goods,Gurugram,Other,391735.4958006317,1,93,No,0,No,2013,No,Yes
F06572,Male,30,Bachelor’s,IIT Delhi,Business,3,Yes,S00739,Financial Services,Mumbai,Maharashtra,1794246.844956133,3,4,No,12,No,2015,Yes,No
F06573,Male,25,Bachelor’s,Other,Arts,4,Yes,S05825,Consumer Goods,Mumbai,Maharashtra,75660.37041088396,0,12,No,1,No,2015,No,Yes
F06574,Prefer not to say,22,Bachelor’s,None,Computer Science,19,Yes,S00727,Software,Bengaluru,Other,2886579.6913976218,4,106,No,6,No,2004,No,No
F06575,Male,31,Bachelor’s,Other,Computer Science,5,Yes,S01189,Software,Mumbai,Maharashtra,24947108.34300043,6,52,No,45,No,2018,Yes,Yes
F06576,Non-binary,28,Bachelor’s,Other,Engineering,3,Yes,S03794,Software,Delhi,Other,144364847.31027436,6,352,Yes,50,No,2014,No,No
F06577,Prefer not to say,48,Master’s,Other,Business,23,Yes,S00260,Software,Bengaluru,Karnataka,525852.2599588988,1,86,No,4,No,2020,Yes,Yes
F06578,Male,47,Master’s,None,Arts,3,Yes,S00266,Healthcare,Bengaluru,Maharashtra,6564215.2192076035,4,57,No,15,No,2025,No,No
F06579,Male,25,Bachelor’s,Other,Engineering,4,No,S00795,Consumer Goods,Other,Other,3054091.6548240865,4,17,No,8,Yes,2017,No,No
F06580,Male,26,Bachelor’s,Other,Engineering,1,Yes,S00111,Software,Gurugram,Other,1176580.9165722036,5,21,No,13,No,2000,No,No
F06581,Prefer not to say,22,Bachelor’s,BITS Pilani,Other,13,Yes,S02615,Other,Other,Delhi,2951938.0846933755,4,45,No,7,No,2005,Yes,Yes
F06582,Prefer not to say,23,PhD,Other,Engineering,1,Yes,S00424,Other,Delhi,Karnataka,270098471.60896087,8,100,Yes,46,No,2018,Yes,No
F06583,Prefer not to say,26,Bachelor’s,Other,Engineering,0,Yes,S03937,Other,Other,Other,11010023.756118892,6,159,No,45,No,2015,No,No
F06584,Male,22,Master’s,None,Engineering,4,Yes,S03561,Financial Services,Other,Other,1886857.604964354,3,57,No,14,No,2024,No,Yes
F06585,Female,27,Bachelor’s,Other,Engineering,10,Yes,S02696,Other,Other,Maharashtra,76094.35657121311,0,45,No,1,No,2021,Yes,Yes
F06586,Male,24,Bachelor’s,Other,Business,23,Yes,S02319,Other,Other,Karnataka,1677309.6692081133,4,7,No,11,No,2018,Yes,No
F06587,Male,23,PhD,IIT Roorkee,Computer Science,0,Yes,S03133,Other,Other,Karnataka,1399841.1629948355,5,1,No,6,No,2015,Yes,No
F06588,Male,30,Other,Other,Engineering,0,Yes,S05255,Consumer Goods,Bengaluru,Delhi,617538.3483811697,1,73,No,2,No,2016,No,No
F06589,Male,22,Bachelor’s,BITS Pilani,Computer Science,1,Yes,S02925,Other,Mumbai,Maharashtra,4804601.943230728,3,72,No,13,No,2023,No,No
F06590,Prefer not to say,43,Master’s,IIT Roorkee,Business,5,Yes,S02712,Other,Bengaluru,Karnataka,15983407.380780283,9,50,No,41,Yes,2014,No,No
F06591,Male,38,Bachelor’s,Other,Other,1,Yes,S00020,Software,Gurugram,Other,6223401.369131588,5,87,No,9,No,2011,Yes,Yes
F06592,Male,23,Bachelor’s,Other,Engineering,5,Yes,S04101,Consumer Goods,Bengaluru,Other,1031142.4815358964,3,35,No,14,No,2019,Yes,No
F06593,Male,29,Master’s,Other,Other,0,Yes,S01666,Financial Services,Mumbai,Maharashtra,411134.8946028806,0,36,No,0,Yes,2016,No,No
F06594,Prefer not to say,49,Other,IIT Delhi,Business,3,Yes,S04858,Consumer Goods,Mumbai,Other,1184340.7785570358,4,8,No,11,No,2017,Yes,No
F06595,Prefer not to say,23,Bachelor’s,BITS Pilani,Arts,2,No,S01101,Financial Services,Bengaluru,Karnataka,304160.70710079354,2,15,No,0,No,2014,No,No
F06596,Male,37,PhD,BITS Pilani,Engineering,0,Yes,S02069,Healthcare,Other,Other,75025.30948,1,59,No,4,No,2017,No,No
F06597,Male,22,Bachelor’s,Other,Computer Science,0,Yes,S01027,Healthcare,Gurugram,Other,3085894.651353895,3,98,No,8,No,2020,No,Yes
F06598,Male,26,Bachelor’s,Other,Business,22,Yes,S00693,Consumer Goods,Delhi,Maharashtra,15934550.437638065,6,87,No,41,No,2002,Yes,Yes
F06599,Prefer not to say,18,Bachelor’s,Other,Other,5,No,S00637,Healthcare,Other,Other,11675833.886768183,6,80,No,45,No,2025,No,Yes
F06600,Male,27,Bachelor’s,None,Business,3,Yes,S02613,Consumer Goods,Bengaluru,Other,13565246.50379741,9,78,No,48,No,2018,No,No
F06601,Male,30,Bachelor’s,IIT Delhi,Business,2,Yes,S02486,Consumer Goods,Mumbai,Other,1065308.476849018,3,135,No,8,Yes,2018,No,Yes
F06602,Male,60,Bachelor’s,BITS Pilani,Engineering,5,Yes,S03144,Software,Delhi,Maharashtra,26108790.820656102,6,449,No,34,No,2021,Yes,No
F06603,Male,30,Master’s,Other,Other,7,No,S04998,Financial Services,Bengaluru,Other,18037048.65217479,6,67,No,19,No,2025,No,No
F06604,Prefer not to say,27,Master’s,Other,Business,5,Yes,S07128,Healthcare,Other,Other,67274.11797560932,2,66,No,0,No,2018,Yes,No
F06605,Male,25,Bachelor’s,IIT Delhi,Business,4,Yes,S00794,Software,Mumbai,Delhi,193742054.35354233,6,28,Yes,35,No,2018,Yes,No
F06606,Male,26,High School,Other,Computer Science,14,No,S00418,Software,Mumbai,Other,78534518.38312723,7,21,Yes,25,No,2006,No,No
F06607,Male,27,Bachelor’s,Other,Other,0,No,S05573,Healthcare,Other,Maharashtra,7889233.040853271,3,68,No,13,No,2019,No,Yes
F06608,Male,26,Bachelor’s,Other,Computer Science,10,No,S01762,Other,Mumbai,Karnataka,27447090.716081932,9,37,No,35,No,2017,No,No
F06609,Prefer not to say,28,Bachelor’s,None,Engineering,2,Yes,S06506,Consumer Goods,Gurugram,Karnataka,859985.8849788873,0,2498,No,4,No,2022,Yes,No
F06610,Male,22,Bachelor’s,BITS Pilani,Engineering,0,Yes,S06861,Other,Other,Maharashtra,17177577.67451544,7,68,No,50,Yes,2018,No,No
F06611,Prefer not to say,29,PhD,Other,Computer Science,15,Yes,S08197,Consumer Goods,Other,Delhi,12520929.202915331,7,2078,No,22,Yes,2016,No,No
F06612,Prefer not to say,30,Bachelor’s,Other,Computer Science,16,No,S03541,Consumer Goods,Mumbai,Maharashtra,5973697.545304696,4,89,No,8,No,2012,No,No
F06613,Male,22,Master’s,Other,Computer Science,5,Yes,S04312,Other,Other,Other,303489.30420668144,2,56,No,2,Yes,2021,No,Yes
F06614,Male,23,Master’s,Other,Business,27,Yes,S02855,Financial Services,Other,Other,9300219.075502964,4,94,No,8,No,2024,No,Yes
F06615,Male,40,Bachelor’s,None,Other,5,Yes,S07733,Other,Bengaluru,Other,583370.8430414216,0,97,No,2,No,2023,Yes,No
F06616,Prefer not to say,25,Master’s,Other,Other,2,Yes,S03336,Other,Mumbai,Other,53588651.83247742,10,49,Yes,22,No,2019,No,No
F06617,Male,49,Bachelor’s,Other,Computer Science,7,Yes,S07364,Healthcare,Other,Karnataka,11926057.51605303,7,232,No,29,No,2017,No,No
F06618,Male,29,PhD,IIT Delhi,Computer Science,1,Yes,S05190,Software,Other,Other,273582899.0539361,8,47,Yes,37,No,2020,No,No
F06619,Male,30,Bachelor’s,Other,Business,0,Yes,S07302,Software,Other,Other,945534.4117802858,0,58,No,5,No,2018,No,Yes
F06620,Prefer not to say,27,Bachelor’s,Other,Computer Science,1,Yes,S02589,Software,Gurugram,Karnataka,1403263.2149584412,5,335,No,8,No,2017,No,Yes
F06621,Male,54,Bachelor’s,Other,Other,0,Yes,S08279,Financial Services,Mumbai,Karnataka,251398.39817312558,2,288,No,1,No,2017,Yes,No
F06622,Male,18,Bachelor’s,None,Arts,12,No,S04843,Financial Services,Gurugram,Other,3139683.7243286325,3,4005,No,14,Yes,2019,Yes,Yes
F06623,Male,27,Bachelor’s,None,Arts,1,Yes,S07283,Other,Other,Other,9558377.594766067,5,113,No,11,No,2004,No,No
F06624,Male,26,Bachelor’s,Other,Business,28,Yes,S03792,Software,Mumbai,Maharashtra,425872.8937944281,1,20,No,4,No,2023,Yes,No
F06625,Prefer not to say,24,Bachelor’s,Other,Other,7,Yes,S00996,Other,Mumbai,Maharashtra,1147757.1807921364,5,2488,No,13,No,2011,Yes,Yes
F06626,Male,23,Bachelor’s,Other,Engineering,3,Yes,S05142,Financial Services,Mumbai,Maharashtra,2239123.1293036886,3,65,No,7,No,2024,No,No
F06627,Prefer not to say,28,Bachelor’s,Other,Other,27,Yes,S02056,Software,Mumbai,Other,365188.51557276875,2,22,No,4,Yes,2020,No,Yes
F06628,Female,26,Bachelor’s,IIT Roorkee,Other,4,Yes,S02070,Consumer Goods,Other,Other,3170314.319877049,3,142,No,11,No,2024,No,No
F06629,Male,50,Bachelor’s,Other,Computer Science,3,Yes,S08269,Other,Delhi,Maharashtra,352823.1628,2,455,No,0,No,2006,No,Yes
F06630,Female,28,Bachelor’s,None,Other,5,No,S04176,Other,Gurugram,Karnataka,2787627.384286465,5,13,No,10,Yes,2021,Yes,No
F06631,Male,36,Master’s,Other,Engineering,28,Yes,S03722,Healthcare,Delhi,Maharashtra,5155074.498509967,4,19,No,9,No,2021,No,No
F06632,Male,25,High School,Other,Arts,19,Yes,S04014,Software,Bengaluru,Maharashtra,2957739.117336175,5,15,No,15,No,2014,Yes,No
F06633,Female,24,Bachelor’s,Other,Computer Science,21,Yes,S07152,Consumer Goods,Mumbai,Maharashtra,3105089.1257020165,5,145,No,15,Yes,2002,Yes,Yes
F06634,Male,24,Bachelor’s,Other,Computer Science,1,Yes,S03964,Software,Delhi,Maharashtra,500000000,9,1381,Yes,33,Yes,2023,No,No
F06635,Female,25,Master’s,None,Arts,3,No,S02681,Software,Other,Other,40626025.591844335,6,161,No,32,No,2004,No,No
F06636,Male,23,Master’s,None,Other,2,Yes,S05658,Software,Mumbai,Other,1944344.9550152419,5,23,No,13,No,2020,Yes,No
F06637,Prefer not to say,27,Bachelor’s,Other,Computer Science,3,Yes,S00049,Consumer Goods,Gurugram,Other,3033266.527912039,3,342,No,6,Yes,2012,Yes,Yes
F06638,Male,27,Bachelor’s,IIT Delhi,Engineering,21,Yes,S00403,Other,Mumbai,Other,174819.66228055573,1,1602,No,1,No,2017,No,No
F06639,Male,24,Bachelor’s,Other,Business,0,Yes,S06136,Consumer Goods,Gurugram,Karnataka,8697068.715906652,5,407,No,8,No,2010,No,No
F06640,Male,24,Bachelor’s,BITS Pilani,Other,1,Yes,S05578,Financial Services,Mumbai,Other,38273742.50423958,6,48,No,39,No,2019,No,Yes
F06641,Prefer not to say,30,Bachelor’s,IIT Roorkee,Engineering,17,Yes,S00731,Consumer Goods,Other,Other,11812900.26333243,7,91,No,39,No,2001,No,Yes
F06642,Prefer not to say,23,Master’s,Other,Other,28,No,S04664,Consumer Goods,Mumbai,Other,176206.42400650392,1,24,No,4,No,2025,Yes,Yes
F06643,Male,24,Bachelor’s,Other,Other,12,No,S04073,Consumer Goods,Other,Maharashtra,11213725.094230663,7,100,No,16,No,2008,Yes,No
F06644,Prefer not to say,30,Bachelor’s,IIT Delhi,Other,3,No,S01938,Other,Mumbai,Other,5411498.150243155,5,2598,No,10,No,2012,No,No
F06645,Male,22,PhD,None,Business,3,Yes,S00867,Consumer Goods,Bengaluru,Delhi,797161.4777765119,2,258,No,2,No,2005,No,Yes
F06646,Male,44,Bachelor’s,None,Computer Science,1,Yes,S02454,Software,Mumbai,Other,2645431.6999333515,5,1269,No,14,No,2017,No,Yes
F06647,Prefer not to say,27,PhD,None,Business,3,Yes,S03711,Other,Gurugram,Maharashtra,14112206.779851655,10,59,No,27,No,2007,Yes,No
F06648,Prefer not to say,24,PhD,Other,Arts,5,Yes,S07508,Consumer Goods,Other,Other,13495741.566923356,10,58,No,24,No,2025,No,No
F06649,Female,25,Bachelor’s,IIT Delhi,Other,1,Yes,S04848,Other,Other,Other,616015.7022057706,2,58,No,5,No,2004,No,No
F06650,Prefer not to say,57,Bachelor’s,Other,Arts,0,No,S05527,Software,Delhi,Other,71294.53836796815,1,99,No,3,No,2018,No,No
F06651,Male,23,Master’s,IIT Delhi,Engineering,0,No,S02701,Healthcare,Gurugram,Other,134708.9340077663,0,159,No,1,No,2022,No,Yes
F06652,Prefer not to say,25,PhD,Other,Computer Science,5,Yes,S07943,Software,Other,Karnataka,259201.42067591107,2,79,No,1,No,2012,No,No
F06653,Male,22,Master’s,BITS Pilani,Engineering,3,Yes,S04676,Software,Mumbai,Karnataka,6149962.671161354,4,80,No,12,No,2021,No,Yes
F06654,Male,26,Bachelor’s,None,Business,4,Yes,S01914,Consumer Goods,Other,Karnataka,20304616.491091855,6,68,No,21,No,2022,Yes,No
F06655,Male,22,Master’s,None,Engineering,13,No,S07013,Other,Gurugram,Karnataka,3116140.0650083143,5,40,No,6,No,2025,Yes,No
F06656,Male,27,Other,Other,Engineering,1,Yes,S00393,Healthcare,Mumbai,Other,4022052.4563271115,4,88,No,15,Yes,2001,Yes,Yes
F06657,Male,22,Bachelor’s,Other,Computer Science,24,Yes,S04627,Other,Other,Karnataka,1619144.2734545595,5,40,No,14,No,2022,No,Yes
F06658,Male,30,Master’s,Other,Other,14,Yes,S05977,Other,Other,Other,1158789.9994297228,4,83,No,14,No,2003,Yes,No
F06659,Male,54,Bachelor’s,Other,Computer Science,1,Yes,S03265,Consumer Goods,Bengaluru,Other,1420405.0980297741,4,460,No,14,No,2012,Yes,No
F06660,Male,22,Bachelor’s,Other,Engineering,4,Yes,S00466,Software,Mumbai,Maharashtra,1725718.9642662487,3,21,No,11,No,2004,No,No
F06661,Male,53,Bachelor’s,IIT Roorkee,Engineering,0,Yes,S01747,Consumer Goods,Bengaluru,Maharashtra,52763457.444970414,7,25,Yes,44,Yes,2021,Yes,No
F06662,Male,30,Bachelor’s,None,Other,30,Yes,S05079,Other,Gurugram,Maharashtra,21592925.896200802,8,78,No,50,No,2014,No,No
F06663,Male,25,Master’s,None,Other,3,No,S02076,Financial Services,Mumbai,Maharashtra,16772868.106831517,6,91,No,35,No,2018,No,No
F06664,Prefer not to say,22,Bachelor’s,Other,Business,1,Yes,S02013,Software,Delhi,Karnataka,13704270.640874906,8,10,No,39,Yes,2023,Yes,No
F06665,Prefer not to say,24,High School,Other,Business,1,Yes,S02566,Other,Other,Delhi,1257738.6343075098,5,23,No,9,Yes,2023,Yes,No
F06666,Prefer not to say,27,Bachelor’s,Other,Engineering,3,Yes,S07468,Financial Services,Other,Karnataka,23617845.42681209,10,59,No,36,Yes,2019,No,Yes
F06667,Male,24,Bachelor’s,IIT Delhi,Computer Science,0,Yes,S02416,Software,Delhi,Delhi,44301863.59611762,6,379,No,28,No,2024,Yes,Yes
F06668,Prefer not to say,29,Master’s,BITS Pilani,Computer Science,2,Yes,S02606,Software,Mumbai,Maharashtra,707490.4499819042,1,262,No,3,No,2025,No,No
F06669,Male,27,Bachelor’s,IIT Roorkee,Arts,2,No,S02391,Healthcare,Other,Other,112993403.09732403,9,74,Yes,39,No,2013,Yes,Yes
F06670,Male,30,Bachelor’s,Other,Business,12,Yes,S03486,Other,Bengaluru,Other,54888.64724220106,0,391,No,5,Yes,2019,Yes,Yes
F06671,Male,28,PhD,BITS Pilani,Arts,3,No,S06653,Consumer Goods,Other,Maharashtra,43012.81854066776,1,336,No,4,No,2020,Yes,No
F06672,Prefer not to say,26,Bachelor’s,Other,Arts,5,Yes,S02622,Financial Services,Other,Maharashtra,20945495.297989734,9,242,No,49,No,2023,Yes,Yes
F06673,Male,29,Bachelor’s,Other,Computer Science,4,Yes,S03864,Consumer Goods,Bengaluru,Maharashtra,19665482.85491162,6,42,No,34,No,2021,No,No
F06674,Male,34,Bachelor’s,Other,Engineering,24,Yes,S05600,Other,Gurugram,Karnataka,16716199.139460893,8,67,No,30,No,2006,Yes,Yes
F06675,Male,28,Bachelor’s,Other,Business,9,Yes,S03147,Consumer Goods,Bengaluru,Delhi,76167.41906135342,1,66,No,4,No,2018,No,No
F06676,Prefer not to say,30,Bachelor’s,Other,Other,5,Yes,S01438,Financial Services,Other,Other,4239988.629243923,5,91,No,9,No,2021,Yes,No
F06677,Female,26,Bachelor’s,Other,Arts,5,Yes,S05755,Software,Bengaluru,Maharashtra,48079920.23080322,9,2,No,43,No,2025,Yes,No
F06678,Male,22,Bachelor’s,Other,Engineering,5,No,S03802,Healthcare,Mumbai,Other,905316.8225141324,0,482,No,2,No,2016,No,No
F06679,Male,41,Bachelor’s,IIT Delhi,Other,5,No,S07915,Consumer Goods,Mumbai,Karnataka,15580672.255428022,7,16,No,18,Yes,2017,Yes,No
F06680,Male,29,Master’s,Other,Engineering,4,Yes,S02489,Consumer Goods,Other,Other,162929460.67967013,8,66,Yes,19,No,2024,Yes,No
F06681,Female,29,Bachelor’s,Other,Engineering,23,Yes,S02229,Software,Bengaluru,Karnataka,969541.6861725515,2,68,No,4,No,2016,No,No
F06682,Male,28,High School,Other,Computer Science,0,Yes,S06356,Other,Other,Other,659839.2998,0,98,No,1,No,2001,No,No
